creature_id,display_name,body,trait,attribute_main,attribute_sub,cost,attack,hp,speed,weird,rarity,power_score,ability_name,ability_text
"016-001","饅頭爺","爺","饅頭","知","食","4","2","7","1","4","Common","7.3","ふくらむ知恵袋","ふくらむ：ダメージを受けた後、体力+1。 / 知恵袋：倒されたとき、カードを1枚引く。"
"016-002","饅頭番長","番長","饅頭","武","食","4","4","7","2","3","Common","9","ふくらむ舎弟呼び","ふくらむ：ダメージを受けた後、体力+1。 / 舎弟呼び：召喚時、攻撃1/体力1の舎弟を1体出す。"
"016-003","饅頭忍者","忍者","饅頭","影","食","4","3","5","5","4","Common","8.9","ふくらむ影分け","ふくらむ：ダメージを受けた後、体力+1。 / 影分け：速度が相手以上なら、受けるダメージ-1。"
"016-004","饅頭受験","受験","饅頭","学","食","4","2","8","1","7","Common","9.6","ふくらむ試験場","ふくらむ：ダメージを受けた後、体力+1。 / 試験場：ターン終了時、手札が2枚以下なら奇怪+1。"
"016-005","饅頭宿題","宿題","饅頭","学","食","4","1","8","1","6","Common","7.7","ふくらむ未提出","ふくらむ：ダメージを受けた後、体力+1。 / 未提出：場に残るほど強くなる。自分のターン開始時、体力+1。"
"016-006","饅頭校長","校長","饅頭","知","食","4","2","9","1","5","Common","9.2","ふくらむ朝礼台","ふくらむ：ダメージを受けた後、体力+1。 / 朝礼台：味方全体の体力+1。ただしこのクリーチャーは速度-1。"
"016-007","饅頭コブシ","コブシ","饅頭","武","食","4","5","6","1","3","Common","8.4","ふくらむ打撃体","ふくらむ：ダメージを受けた後、体力+1。 / 打撃体：攻撃時、正面の敵に追加1ダメージ。"
"016-008","饅頭牙","牙","饅頭","武","食","4","5","5","3","3","Common","9","ふくらむ鋭牙","ふくらむ：ダメージを受けた後、体力+1。 / 鋭牙：このクリーチャーがダメージを与えた敵は回復できない。"
"016-009","饅頭雷","雷","饅頭","雷","食","5","5","5","4","5","Common","9.2","ふくらむ帯電体","ふくらむ：ダメージを受けた後、体力+1。 / 帯電体：攻撃を受けたとき、攻撃した相手に1ダメージ。"
"016-010","饅頭猫","猫","饅頭","獣","食","4","3","5","5","4","Common","8.9","ふくらむ俊敏","ふくらむ：ダメージを受けた後、体力+1。 / 俊敏：最初に受ける攻撃ダメージを1減らす。"
"016-011","饅頭犬","犬","饅頭","獣","食","4","3","7","3","2","Common","7.9","ふくらむかばう","ふくらむ：ダメージを受けた後、体力+1。 / かばう：隣の味方が受ける最初のダメージを1肩代わりする。"
"016-012","饅頭鬼","鬼","饅頭","怪","食","5","6","7","1","6","Rare","10.7","ふくらむ金棒乱舞","ふくらむ：ダメージを受けた後、体力+1。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"016-013","饅頭幽霊","幽霊","饅頭","影","食","4","2","5","2","8","Super Rare","8.1","ふくらむ未練","ふくらむ：ダメージを受けた後、体力+1。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"016-014","饅頭魔王","魔王","饅頭","闇","食","6","6","9","1","7","Rare","12.2","ふくらむ暴食支配","ふくらむ：ダメージを受けた後、体力+1。 / 玉座：場にいる味方1体につき攻撃+1。 / 暴食支配：敵を倒したとき、次のターンまで攻撃+1。"
"016-015","饅頭呪い","呪い","饅頭","影","食","4","1","6","1","9","Super Rare","7.8","ふくらむ返り呪","ふくらむ：ダメージを受けた後、体力+1。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"016-016","大饅頭","饅頭","饅頭","食","食","4","2","9","1","3","Common","7.8","ふくらむあんこ壁","ふくらむ：ダメージを受けた後、体力+1。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"016-017","饅頭鍋","鍋","饅頭","食","食","4","2","8","2","4","Common","8.3","ふくらむ鉄鍋","ふくらむ：ダメージを受けた後、体力+1。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"016-018","饅頭鍵","鍵","饅頭","知","食","4","2","6","3","5","Common","9","ふくらむ鍵穴体","ふくらむ：ダメージを受けた後、体力+1。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。"
"016-019","饅頭透明","透明","饅頭","影","食","5","3","5","6","7","Rare","9.8","ふくらむ見えない本体","ふくらむ：ダメージを受けた後、体力+1。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。"
"016-020","饅頭暴走","暴走","饅頭","怪","食","6","6","6","5","6","Common","10.9","ふくらむ暴走体","ふくらむ：ダメージを受けた後、体力+1。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
"017-001","鍋爺","爺","鍋","知","食","4","2","7","1","5","Common","8","煮込み知恵袋","煮込み：ターン終了時、このクリーチャーの体力+1。 / 知恵袋：倒されたとき、カードを1枚引く。"
"017-002","鍋番長","番長","鍋","武","食","4","4","7","2","4","Common","9.7","煮込み舎弟呼び","煮込み：ターン終了時、このクリーチャーの体力+1。 / 舎弟呼び：召喚時、攻撃1/体力1の舎弟を1体出す。"
"017-003","鍋忍者","忍者","鍋","影","食","4","3","5","5","5","Common","9.6","煮込み影分け","煮込み：ターン終了時、このクリーチャーの体力+1。 / 影分け：速度が相手以上なら、受けるダメージ-1。"
"017-004","鍋受験","受験","鍋","学","食","5","2","8","1","8","Super Rare","8.3","煮込み試験場","煮込み：ターン終了時、このクリーチャーの体力+1。 / 試験場：ターン終了時、手札が2枚以下なら奇怪+1。"
"017-005","鍋宿題","宿題","鍋","学","食","4","1","8","1","7","Common","8.4","煮込み未提出","煮込み：ターン終了時、このクリーチャーの体力+1。 / 未提出：場に残るほど強くなる。自分のターン開始時、体力+1。"
"017-006","鍋校長","校長","鍋","知","食","4","2","9","1","6","Common","9.9","煮込み朝礼台","煮込み：ターン終了時、このクリーチャーの体力+1。 / 朝礼台：味方全体の体力+1。ただしこのクリーチャーは速度-1。"
"017-007","鍋コブシ","コブシ","鍋","武","食","4","5","6","1","4","Common","9.1","煮込み打撃体","煮込み：ターン終了時、このクリーチャーの体力+1。 / 打撃体：攻撃時、正面の敵に追加1ダメージ。"
"017-008","鍋牙","牙","鍋","武","食","4","5","5","3","4","Common","9.7","煮込み鋭牙","煮込み：ターン終了時、このクリーチャーの体力+1。 / 鋭牙：このクリーチャーがダメージを与えた敵は回復できない。"
"017-009","鍋雷","雷","鍋","雷","食","5","5","5","4","6","Common","9.9","煮込み帯電体","煮込み：ターン終了時、このクリーチャーの体力+1。 / 帯電体：攻撃を受けたとき、攻撃した相手に1ダメージ。"
"017-010","鍋猫","猫","鍋","獣","食","4","3","5","5","5","Common","9.6","煮込み俊敏","煮込み：ターン終了時、このクリーチャーの体力+1。 / 俊敏：最初に受ける攻撃ダメージを1減らす。"
"017-011","鍋犬","犬","鍋","獣","食","4","3","7","3","3","Common","8.6","煮込みかばう","煮込み：ターン終了時、このクリーチャーの体力+1。 / かばう：隣の味方が受ける最初のダメージを1肩代わりする。"
"017-012","鍋鬼","鬼","鍋","怪","食","5","6","7","1","7","Rare","11.4","煮込み金棒乱舞","煮込み：ターン終了時、このクリーチャーの体力+1。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"017-013","鍋幽霊","幽霊","鍋","影","食","4","2","5","2","9","Super Rare","8.8","煮込み未練","煮込み：ターン終了時、このクリーチャーの体力+1。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"017-014","鍋魔王","魔王","鍋","闇","食","6","6","9","1","8","Super Rare","12.9","煮込み暴食支配","煮込み：ターン終了時、このクリーチャーの体力+1。 / 玉座：場にいる味方1体につき攻撃+1。 / 暴食支配：敵を倒したとき、次のターンまで攻撃+1。"
"017-015","鍋呪い","呪い","鍋","影","食","4","1","6","1","9","Super Rare","7.8","煮込み返り呪","煮込み：ターン終了時、このクリーチャーの体力+1。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"017-016","鍋饅頭","饅頭","鍋","食","食","4","2","9","1","5","Common","9.2","煮込みあんこ壁","煮込み：ターン終了時、このクリーチャーの体力+1。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"017-017","鍋鍋","鍋","鍋","食","食","4","2","8","1","5","Common","8.2","煮込み鉄鍋","煮込み：ターン終了時、このクリーチャーの体力+1。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"017-018","鍋鍵","鍵","鍋","知","食","4","2","6","3","6","Common","9.7","煮込み鍵穴体","煮込み：ターン終了時、このクリーチャーの体力+1。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。"
"017-019","鍋透明","透明","鍋","影","食","5","3","5","6","8","Super Rare","10.5","煮込み見えない本体","煮込み：ターン終了時、このクリーチャーの体力+1。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。"
"017-020","鍋暴走","暴走","鍋","怪","食","6","6","6","5","7","Common","11.6","煮込み暴走体","煮込み：ターン終了時、このクリーチャーの体力+1。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
"018-001","鍵爺","爺","鍵","知","知","4","2","5","2","5","Common","6.8","解錠知恵袋","解錠：召喚時、味方1体の封じられた能力を回復する。 / 知恵袋：倒されたとき、カードを1枚引く。"
"018-002","鍵番長","番長","鍵","武","知","4","4","5","4","4","Common","9.3","解錠舎弟呼び","解錠：召喚時、味方1体の封じられた能力を回復する。 / 舎弟呼び：召喚時、攻撃1/体力1の舎弟を1体出す。"
"018-003","鍵忍者","忍者","鍵","影","知","4","3","3","7","5","Common","9.2","解錠影分け","解錠：召喚時、味方1体の封じられた能力を回復する。 / 影分け：速度が相手以上なら、受けるダメージ-1。"
"018-004","鍵受験","受験","鍵","学","知","4","2","6","2","8","Super Rare","9.1","解錠試験場","解錠：召喚時、味方1体の封じられた能力を回復する。 / 試験場：ターン終了時、手札が2枚以下なら奇怪+1。"
"018-005","鍵宿題","宿題","鍵","学","知","4","1","6","2","7","Common","7.2","解錠未提出","解錠：召喚時、味方1体の封じられた能力を回復する。 / 未提出：場に残るほど強くなる。自分のターン開始時、体力+1。"
"018-006","鍵校長","校長","鍵","知","知","4","2","7","2","6","Common","8.7","解錠朝礼台","解錠：召喚時、味方1体の封じられた能力を回復する。 / 朝礼台：味方全体の体力+1。ただしこのクリーチャーは速度-1。"
"018-007","鍵コブシ","コブシ","鍵","武","知","4","5","4","3","4","Common","8.7","解錠打撃体","解錠：召喚時、味方1体の封じられた能力を回復する。 / 打撃体：攻撃時、正面の敵に追加1ダメージ。"
"018-008","鍵牙","牙","鍵","武","知","4","5","3","5","4","Common","9.3","解錠鋭牙","解錠：召喚時、味方1体の封じられた能力を回復する。 / 鋭牙：このクリーチャーがダメージを与えた敵は回復できない。"
"018-009","鍵雷","雷","鍵","雷","知","5","5","3","6","6","Common","9.5","解錠帯電体","解錠：召喚時、味方1体の封じられた能力を回復する。 / 帯電体：攻撃を受けたとき、攻撃した相手に1ダメージ。"
"018-010","鍵猫","猫","鍵","獣","知","4","3","3","7","5","Common","9.2","解錠俊敏","解錠：召喚時、味方1体の封じられた能力を回復する。 / 俊敏：最初に受ける攻撃ダメージを1減らす。"
"018-011","鍵犬","犬","鍵","獣","知","4","3","5","5","3","Common","8.2","解錠かばう","解錠：召喚時、味方1体の封じられた能力を回復する。 / かばう：隣の味方が受ける最初のダメージを1肩代わりする。"
"018-012","鍵鬼","鬼","鍵","怪","知","5","6","5","3","7","Rare","11","解錠金棒乱舞","解錠：召喚時、味方1体の封じられた能力を回復する。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"018-013","鍵幽霊","幽霊","鍵","影","知","4","2","3","4","9","Super Rare","8.4","解錠未練","解錠：召喚時、味方1体の封じられた能力を回復する。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"018-014","鍵魔王","魔王","鍵","闇","知","6","6","6","3","7","Rare","10","解錠玉座","解錠：召喚時、味方1体の封じられた能力を回復する。 / 玉座：場にいる味方1体につき攻撃+1。"
"018-015","鍵呪い","呪い","鍵","影","知","4","1","4","2","9","Super Rare","6.6","解錠返り呪","解錠：召喚時、味方1体の封じられた能力を回復する。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"018-016","鍵饅頭","饅頭","鍵","食","知","4","2","7","2","5","Common","8","解錠あんこ壁","解錠：召喚時、味方1体の封じられた能力を回復する。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"018-017","鍵鍋","鍋","鍵","食","知","4","2","6","2","6","Common","7.7","解錠鉄鍋","解錠：召喚時、味方1体の封じられた能力を回復する。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"018-018","鍵鍵","鍵","鍵","知","知","4","2","4","4","6","Common","8.5","解錠鍵穴体","解錠：召喚時、味方1体の封じられた能力を回復する。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。"
"018-019","鍵透明","透明","鍵","影","知","5","3","3","8","8","Super Rare","10.1","解錠見えない本体","解錠：召喚時、味方1体の封じられた能力を回復する。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。"
"018-020","鍵暴走","暴走","鍵","怪","知","6","6","4","7","7","Common","11.2","解錠暴走体","解錠：召喚時、味方1体の封じられた能力を回復する。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
"019-001","透明爺","爺","透明","知","影","4","2","4","3","6","Rare","7.3","不意打ち知恵袋","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 知恵袋：倒されたとき、カードを1枚引く。"
"019-002","透明番長","番長","透明","武","影","5","4","4","5","5","Rare","7.8","不意打ち舎弟呼び","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 舎弟呼び：召喚時、攻撃1/体力1の舎弟を1体出す。"
"019-003","透明忍者","忍者","透明","影","影","5","3","2","9","7","Rare","10","不意打ち見えざる刃","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 影分け：速度が相手以上なら、受けるダメージ-1。 / 見えざる刃：最初の攻撃は反撃されない。"
"019-004","透明受験","受験","透明","学","影","5","2","5","3","9","Super Rare","7.6","不意打ち試験場","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 試験場：ターン終了時、手札が2枚以下なら奇怪+1。"
"019-005","透明宿題","宿題","透明","学","影","4","1","5","3","8","Super Rare","7.7","不意打ち未提出","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 未提出：場に残るほど強くなる。自分のターン開始時、体力+1。"
"019-006","透明校長","校長","透明","知","影","4","2","6","3","7","Rare","9.2","不意打ち朝礼台","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 朝礼台：味方全体の体力+1。ただしこのクリーチャーは速度-1。"
"019-007","透明コブシ","コブシ","透明","武","影","4","5","3","4","5","Rare","9.2","不意打ち打撃体","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 打撃体：攻撃時、正面の敵に追加1ダメージ。"
"019-008","透明牙","牙","透明","武","影","5","5","2","6","5","Rare","7.8","不意打ち鋭牙","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 鋭牙：このクリーチャーがダメージを与えた敵は回復できない。"
"019-009","透明雷","雷","透明","雷","影","5","5","2","7","7","Rare","10","不意打ち帯電体","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 帯電体：攻撃を受けたとき、攻撃した相手に1ダメージ。"
"019-010","透明猫","猫","透明","獣","影","5","3","2","8","6","Rare","7.7","不意打ち俊敏","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 俊敏：最初に受ける攻撃ダメージを1減らす。"
"019-011","透明犬","犬","透明","獣","影","4","3","4","6","4","Rare","8.7","不意打ちかばう","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / かばう：隣の味方が受ける最初のダメージを1肩代わりする。"
"019-012","透明鬼","鬼","透明","怪","影","6","6","4","4","8","Super Rare","9.5","不意打ち金棒乱舞","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"019-013","透明幽霊","幽霊","透明","影","影","4","2","2","5","9","Super Rare","8.2","不意打ち未練","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"019-014","透明魔王","魔王","透明","闇","影","6","6","5","4","8","Super Rare","10.5","不意打ち玉座","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 玉座：場にいる味方1体につき攻撃+1。"
"019-015","透明呪い","呪い","透明","影","影","4","1","3","3","9","Super Rare","6.4","不意打ち返り呪","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"019-016","透明饅頭","饅頭","透明","食","影","4","2","6","3","6","Rare","8.5","不意打ちあんこ壁","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"019-017","透明鍋","鍋","透明","食","影","4","2","5","3","7","Rare","8.2","不意打ち鉄鍋","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"019-018","透明鍵","鍵","透明","知","影","4","2","3","5","8","Super Rare","9.7","不意打ち鍵穴体","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。"
"019-019","完全透明","透明","透明","影","影","6","3","2","9","9","Mythic","9.4","不意打ち見えざる刃","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。 / 見えざる刃：最初の攻撃は反撃されない。"
"019-020","透明暴走","暴走","透明","怪","影","6","6","3","8","8","Super Rare","11.7","不意打ち暴走体","不意打ち：召喚したターン、このクリーチャーは攻撃されにくい。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
"020-001","暴走爺","爺","暴走","知","怪","4","5","4","2","5","Common","10.4","制御不能知恵袋","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 知恵袋：倒されたとき、カードを1枚引く。"
"020-002","暴走番長","番長","暴走","武","怪","5","7","4","4","4","Common","10.9","制御不能舎弟呼び","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 舎弟呼び：召喚時、攻撃1/体力1の舎弟を1体出す。"
"020-003","暴走忍者","忍者","暴走","影","怪","5","6","2","7","5","Common","10.8","制御不能影分け","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 影分け：速度が相手以上なら、受けるダメージ-1。"
"020-004","暴走受験","受験","暴走","学","怪","5","5","5","2","8","Super Rare","10.7","制御不能試験場","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 試験場：ターン終了時、手札が2枚以下なら奇怪+1。"
"020-005","暴走宿題","宿題","暴走","学","怪","5","4","5","2","7","Common","8.8","制御不能未提出","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 未提出：場に残るほど強くなる。自分のターン開始時、体力+1。"
"020-006","暴走校長","校長","暴走","知","怪","5","5","6","2","6","Common","10.3","制御不能朝礼台","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 朝礼台：味方全体の体力+1。ただしこのクリーチャーは速度-1。"
"020-007","暴走コブシ","コブシ","暴走","武","怪","5","8","3","3","4","Common","10.3","制御不能打撃体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 打撃体：攻撃時、正面の敵に追加1ダメージ。"
"020-008","暴走牙","牙","暴走","武","怪","5","8","2","5","4","Common","10.9","制御不能鋭牙","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 鋭牙：このクリーチャーがダメージを与えた敵は回復できない。"
"020-009","暴走雷","雷","暴走","雷","怪","6","8","2","6","6","Common","11.1","制御不能帯電体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 帯電体：攻撃を受けたとき、攻撃した相手に1ダメージ。"
"020-010","暴走猫","猫","暴走","獣","怪","5","6","2","7","5","Common","10.8","制御不能俊敏","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 俊敏：最初に受ける攻撃ダメージを1減らす。"
"020-011","暴走犬","犬","暴走","獣","怪","5","6","4","5","3","Common","9.8","制御不能かばう","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / かばう：隣の味方が受ける最初のダメージを1肩代わりする。"
"020-012","暴走鬼","鬼","暴走","怪","怪","6","9","4","3","7","Rare","12.6","制御不能金棒乱舞","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 金棒乱舞：攻撃時、隣の敵にも1ダメージ。"
"020-013","暴走幽霊","幽霊","暴走","影","怪","5","5","2","4","9","Super Rare","10","制御不能未練","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 未練：倒されたとき、奇怪が4以上なら手札に戻る。"
"020-014","暴走魔王","魔王","暴走","闇","怪","6","9","5","3","7","Rare","13.6","制御不能玉座","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 玉座：場にいる味方1体につき攻撃+1。"
"020-015","暴走呪い","呪い","暴走","影","怪","4","4","3","2","9","Super Rare","10.2","制御不能返り呪","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 返り呪：倒されたとき、倒した相手に2ダメージ。"
"020-016","暴走饅頭","饅頭","暴走","食","怪","5","5","6","2","5","Common","9.6","制御不能あんこ壁","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / あんこ壁：このクリーチャーが受ける最初のダメージを2減らす。"
"020-017","暴走鍋","鍋","暴走","食","怪","5","5","5","2","6","Common","9.3","制御不能鉄鍋","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 鉄鍋：受ける攻撃ダメージを1減らす。"
"020-018","暴走鍵","鍵","暴走","知","怪","5","7","2","4","7","Rare","12.4","制御不能過熱機構","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 鍵穴体：このクリーチャーは一度だけ別の上の句と再合成できる。 / 過熱機構：攻撃後、自分に1ダメージ。"
"020-019","暴走透明","透明","暴走","影","怪","6","6","2","7","9","Super Rare","11.6","制御不能見えない本体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 見えない本体：攻撃されるたび、相手は奇怪判定に失敗すると攻撃を外す。"
"020-020","大暴走","暴走","暴走","怪","怪","6","9","3","6","7","Mythic","14","制御不能暴走体","制御不能：攻撃+2。ただし攻撃後に自分へ1ダメージ。 / 暴走体：毎ターン必ず攻撃する。攻撃できない場合、自分に2ダメージ。"
